config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00565,usr_00695,DSU Campus,2026-07-06,1,Groq,llama-4-maverick,Groq Primary-6,1,0.5,0.9,500,1,0,3,1,265,active,0,,2026-07-06,0,26,546,1662382,612648,1.3825,0.8169,0.3671,0.1872,0.6019881134662809,1,2026-09-18,76
cfg_00566,usr_00696,Outside Campus,2026-07-02,2,Anthropic,claude-sonnet-5,Anthropic Primary-2,1,3.0,15.0,25,1,0,1,1,125,active,1,,2026-07-02,0,24,457,1023655,530195,11.0239,0.7731,0.4192,0.2056,0.6435981719903966,2,2026-09-18,80
cfg_00567,usr_00696,Outside Campus,2026-08-10,41,xAI (Grok),grok-4-mini,xAI Backup-7,0,2.5,12.0,25,1,0,1,1,78,active,0,,2026-07-02,,5,82,228018,89002,1.6381,0.6079,0.5596,0.2263,0.30536119608930634,1,2026-09-20,41
cfg_00568,usr_00697,Outside Campus,2026-07-01,0,DeepSeek,deepseek-r2,DeepSeek Primary-7,1,0.3,1.2,50,1,0,1,1,174,dormant,0,,2026-07-05,4,12,294,625869,568497,0.8699,0.8471,0.3338,0.1593,0.23521365047822465,2,2026-08-17,81
cfg_00569,usr_00697,Outside Campus,2026-08-07,37,xAI (Grok),grok-4-mini,xAI Backup-6,0,2.5,12.0,1000,1,0,1,1,144,dormant,1,,2026-07-05,,3,37,126587,41030,0.8089,0.7108,0.5596,0.3544,0.6378170281032779,1,2026-08-17,44
cfg_00570,usr_00698,Outside Campus,2026-07-03,2,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,50,1,0,2,1,134,dormant,2,,2026-07-03,0,5,64,281433,69826,1.8917,0.7129,0.5144,0.215,0.28572895835201195,0,2026-07-18,79
cfg_00571,usr_00699,Outside Campus,2026-07-03,3,Google AI (Gemini),gemini-3-pro,Google Primary-3,1,1.0,6.0,25,1,0,1,1,287,dormant,0,,2026-07-05,2,19,382,892993,527187,4.0562,0.7585,0.4298,0.2025,0.6094430257611521,0,2026-07-19,79
cfg_00572,usr_00700,DSU Campus,2026-07-02,0,Groq,qwen3-32b,Groq Primary-7,1,0.5,0.9,50,1,0,1,1,242,active,0,,2026-07-03,1,29,588,1694805,678575,1.4581,0.7655,0.4363,0.2083,0.9119635845364699,1,2026-09-20,80
cfg_00573,usr_00701,Outside Campus,2026-07-01,0,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,1000,0,0,1,1,111,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,81
cfg_00574,usr_00702,DSU Campus,2026-07-01,0,Google AI (Gemini),gemini-3-flash,Google Primary-1,1,1.0,6.0,25,1,1,1,1,98,dormant,0,,2026-07-01,0,3,94,275604,78528,0.7468,0.6503,0.5167,0.1903,0.22335385676869732,0,2026-07-22,81
cfg_00575,usr_00703,Outside Campus,2026-07-04,3,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,50,1,1,2,1,286,active,0,,2026-07-04,0,25,578,2307219,758788,10.4718,0.8042,0.3972,0.277,0.8103152981405445,7,2026-09-20,78
cfg_00576,usr_00705,Outside Campus,2026-07-05,3,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,500,1,0,1,1,191,dormant,0,,2026-07-09,4,8,143,404163,228604,2.7911,0.7591,0.4324,0.2697,0.8300322752941407,2,2026-08-08,77
cfg_00577,usr_00705,Outside Campus,2026-07-31,29,OpenAI,gpt-4o,OpenAI Backup-6,0,1.25,10.0,500,1,0,1,1,94,dormant,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,51
cfg_00578,usr_00706,Outside Campus,2026-07-05,2,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,50,1,0,1,1,145,active,0,,2026-07-05,0,20,457,856807,532650,0.9079,0.7182,0.4713,0.2484,0.6353834537467908,0,2026-09-20,77
cfg_00579,usr_00708,Outside Campus,2026-07-02,0,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,100,1,0,1,1,133,active,0,,2026-07-03,1,13,242,988962,374841,4.9845,0.7635,0.4189,0.1703,0.21871814402267162,0,2026-08-22,80
cfg_00580,usr_00708,Outside Campus,2026-07-13,11,OpenAI,gpt-5,OpenAI Backup-2,0,1.25,10.0,250,1,0,1,1,93,active,0,,2026-07-03,,4,81,196888,63349,0.8796,0.842,0.338,0.1521,0.20489015837088556,0,2026-08-10,69
cfg_00581,usr_00709,Outside Campus,2026-07-05,2,Google AI (Gemini),gemini-3-flash,Google Primary-2,1,1.0,6.0,500,0,0,1,1,91,active,0,,2026-07-06,1,20,502,1442227,466901,4.2435,0.7268,0.4665,0.3224,0.9195307431349581,0,2026-09-19,77
cfg_00582,usr_00710,DSU Campus,2026-07-02,1,Google AI (Gemini),gemini-3-pro,Google Primary-8,1,1.0,6.0,50,1,1,1,1,120,dormant,0,,2026-07-03,1,6,106,309214,268010,1.9172,0.6962,0.5781,0.2537,0.37294012543429267,1,2026-07-04,80
cfg_00583,usr_00711,Outside Campus,2026-07-02,1,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,1000,0,0,1,1,107,active,0,,2026-07-02,0,25,516,2014214,611516,8.633,0.8154,0.3871,0.2569,0.9412871150718283,1,2026-09-17,80
cfg_00584,usr_00712,Outside Campus,2026-07-02,0,DeepSeek,deepseek-r2,DeepSeek Primary-8,1,0.3,1.2,100,1,0,1,1,134,active,0,,2026-07-03,1,38,809,2467939,844152,1.7534,0.7517,0.452,0.2026,0.7661862509666343,5,2026-09-20,80
cfg_00585,usr_00713,Outside Campus,2026-07-05,3,OpenAI,gpt-5-mini,OpenAI Primary-1,1,1.25,10.0,500,1,0,1,1,109,dormant,0,,2026-07-05,0,6,117,285766,98575,1.3429,0.944,0.3302,0.1718,0.2303478115483054,0,2026-07-14,77
cfg_00586,usr_00714,Outside Campus,2026-07-08,6,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,100,1,0,1,1,141,dormant,1,,2026-07-09,1,1,13,9718,30179,0.3139,0.9537,0.2105,0.0992,0.09917081330812234,0,2026-07-11,74
cfg_00587,usr_00714,Outside Campus,2026-07-15,13,Google AI (Gemini),gemini-3-flash,Google Backup-2,0,1.0,6.0,500,1,0,1,1,121,dormant,0,,2026-07-09,,1,40,54121,57232,0.3975,0.985,0.1909,0.1069,0.10689417910326168,0,2026-07-12,67
cfg_00588,usr_00716,Outside Campus,2026-07-02,0,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,25,1,0,2,1,229,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,80
cfg_00589,usr_00716,Outside Campus,2026-07-10,8,OpenAI,gpt-4o,OpenAI Backup-2,0,1.25,10.0,50,1,0,1,1,252,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,72
cfg_00590,usr_00717,DSU Campus,2026-07-02,0,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,250,1,0,1,1,120,active,2,,2026-07-02,0,23,474,1390958,582631,7.565,0.8144,0.3789,0.1671,0.24970855737897502,3,2026-09-19,80
cfg_00591,usr_00719,Outside Campus,2026-07-02,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,25,1,0,1,1,169,active,0,,2026-07-03,1,33,728,2814913,1032862,13.8473,0.8088,0.4044,0.2174,0.8033678491860107,1,2026-09-20,80
cfg_00592,usr_00720,DSU Campus,2026-07-05,0,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,250,1,0,1,1,135,active,1,,2026-07-05,0,25,570,1990404,942670,1.8436,0.7196,0.4612,0.2951,0.961477907034296,3,2026-09-20,77
cfg_00593,usr_00722,DSU Campus,2026-07-05,1,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,500,1,0,1,1,246,active,0,,2026-07-05,0,15,448,1076784,527644,11.1452,0.8721,0.3342,0.1968,0.657053809683184,0,2026-09-20,77
cfg_00594,usr_00722,DSU Campus,2026-07-14,10,OpenAI,gpt-5-mini,OpenAI Backup-8,0,1.25,10.0,500,1,0,1,1,245,active,0,,2026-07-05,,1,35,67288,55503,0.6391,0.985,0.2301,0.1234,0.12335100270696106,0,2026-08-27,68
cfg_00595,usr_00723,Outside Campus,2026-07-05,1,Google AI (Gemini),gemini-3-pro,Google Primary-9,1,1.0,6.0,250,0,0,1,1,259,active,2,,2026-07-05,0,39,758,2077582,1001927,8.089,0.7145,0.4829,0.1951,0.33026879392055186,3,2026-09-20,77
cfg_00596,usr_00724,Outside Campus,2026-07-06,2,Google AI (Gemini),gemini-3-flash,Google Primary-4,1,1.0,6.0,25,1,0,1,1,120,active,1,,2026-07-07,1,24,483,1020083,534097,4.2248,0.8194,0.3774,0.173,0.29678836939540915,1,2026-09-17,76
cfg_00597,usr_00725,Outside Campus,2026-07-08,5,OpenRouter,qwen3-235b,OpenRouter Primary-1,1,0.6,2.4,50,1,1,1,1,136,dormant,0,,2026-07-08,0,5,103,232578,207874,0.6385,0.6894,0.4939,0.2073,0.318255441645732,0,2026-07-25,74
cfg_00598,usr_00728,Outside Campus,2026-07-05,1,xAI (Grok),grok-4-mini,xAI Primary-3,1,2.5,12.0,250,0,0,1,1,192,active,0,,2026-07-06,1,19,359,1166020,379377,7.4675,0.741,0.4628,0.1994,0.35547611506942933,1,2026-09-06,77
cfg_00599,usr_00729,Outside Campus,2026-07-07,0,xAI (Grok),grok-4,xAI Primary-4,1,2.5,12.0,1000,0,0,1,1,197,dormant,0,,2026-07-10,3,2,26,45482,12997,0.2697,0.5963,0.5698,0.2236,0.2585817196886105,0,2026-07-25,75
cfg_00600,usr_00730,Outside Campus,2026-07-05,0,Google AI (Gemini),gemini-3-pro,Google Primary-3,1,1.0,6.0,50,1,0,1,1,85,dormant,0,,2026-07-05,0,1,10,20154,4678,0.0482,0.9079,0.408,0.1838,0.18377322807095084,0,2026-07-06,77
cfg_00601,usr_00730,Outside Campus,2026-08-01,27,Anthropic,claude-sonnet-5,Anthropic Backup-6,0,3.0,15.0,1000,1,1,2,1,197,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,50
cfg_00602,usr_00731,Outside Campus,2026-07-05,0,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,100,1,0,1,1,80,active,0,,2026-07-05,0,20,500,1235152,714302,1.2605,0.6605,0.5369,0.2165,0.31519405165697933,3,2026-09-20,77
cfg_00603,usr_00731,Outside Campus,2026-07-24,19,DeepSeek,deepseek-r2,DeepSeek Backup-9,0,0.3,1.2,100,0,0,2,1,129,active,0,,2026-07-05,,5,128,398951,79086,0.2146,0.8743,0.3462,0.1509,0.19581323288064095,0,2026-09-20,58
cfg_00604,usr_00732,DSU Campus,2026-07-11,1,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,500,1,0,1,1,81,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,71
cfg_00605,usr_00732,DSU Campus,2026-07-22,12,OpenAI,gpt-4o,OpenAI Backup-6,0,1.25,10.0,250,1,1,1,1,80,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,60
cfg_00606,usr_00733,Outside Campus,2026-07-06,1,Cohere,command-r-plus-2,Cohere Primary-6,1,2.5,10.0,1000,0,0,1,1,107,dormant,1,,2026-07-06,0,12,230,669828,297309,4.6476,0.7974,0.3917,0.1836,0.27342563112593676,1,2026-08-05,76
cfg_00607,usr_00733,Outside Campus,2026-07-24,19,OpenAI,gpt-5-mini,OpenAI Backup-3,0,1.25,10.0,25,1,0,1,1,104,dormant,0,,2026-07-06,,5,109,370349,119290,1.6558,0.7139,0.4991,0.1951,0.2708960771303292,0,2026-07-28,58
cfg_00608,usr_00734,DSU Campus,2026-07-13,0,Groq,qwen3-32b,Groq Primary-9,1,0.5,0.9,50,0,0,1,1,162,active,0,,2026-07-13,0,17,350,955720,463636,0.8952,0.7535,0.5043,0.2207,0.34196859432155624,1,2026-09-14,69
cfg_00609,usr_00734,DSU Campus,2026-07-25,12,OpenAI,gpt-5-mini,OpenAI Backup-7,0,1.25,10.0,1000,1,0,1,1,208,active,0,,2026-07-13,,4,153,194833,118231,1.426,0.8098,0.3856,0.1834,0.22071508593687922,0,2026-09-20,57
cfg_00610,usr_00735,DSU Campus,2026-07-06,0,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,100,1,0,3,1,69,active,0,,2026-07-07,1,14,343,479673,435286,4.9524,0.847,0.3486,0.1571,0.31610859172331035,0,2026-08-22,76
cfg_00611,usr_00736,DSU Campus,2026-07-05,0,Groq,qwen3-32b,Groq Primary-8,1,0.5,0.9,100,1,1,1,1,125,dormant,0,,2026-07-06,1,8,192,615774,182179,0.4718,0.7518,0.4414,0.2453,0.6025210863409739,0,2026-07-21,77
cfg_00612,usr_00737,Outside Campus,2026-07-08,2,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,250,1,0,1,1,175,active,0,,2026-07-09,1,17,298,819011,534362,6.3672,0.7032,0.4866,0.2349,0.5070319649703524,1,2026-09-18,74
cfg_00613,usr_00738,Outside Campus,2026-07-06,0,Google AI (Gemini),gemini-3-flash,Google Primary-5,1,1.0,6.0,50,1,0,1,1,284,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,76
cfg_00614,usr_00740,Outside Campus,2026-07-07,1,Together AI,deepseek-r2-distill,Together Primary-6,1,0.8,2.0,25,1,0,1,1,105,active,0,,2026-07-09,2,13,347,856403,355578,1.3962,0.7892,0.3897,0.2165,0.5511583338268824,2,2026-08-28,75
cfg_00615,usr_00741,Outside Campus,2026-07-06,0,DeepSeek,deepseek-v4,DeepSeek Primary-3,1,0.3,1.2,250,1,0,1,1,107,dormant,0,,2026-07-07,1,7,145,226809,156320,0.2557,0.7325,0.4968,0.2032,0.31154018272667544,0,2026-07-21,76
cfg_00616,usr_00742,Outside Campus,2026-07-06,0,Anthropic,claude-sonnet-5,Anthropic Primary-2,1,3.0,15.0,25,1,0,1,1,260,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,76
cfg_00617,usr_00743,Outside Campus,2026-07-12,5,xAI (Grok),grok-4,xAI Primary-7,1,2.5,12.0,1000,1,1,1,1,153,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,70
cfg_00618,usr_00745,Outside Campus,2026-07-10,1,Groq,llama-4-maverick,Groq Primary-3,1,0.5,0.9,25,0,0,1,1,204,active,0,,2026-07-12,2,19,454,2382638,545433,1.6823,0.8011,0.3757,0.1657,0.25668240147927635,1,2026-08-23,72
cfg_00619,usr_00747,DSU Campus,2026-07-07,0,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,1000,0,0,1,1,95,active,0,,2026-07-07,0,17,372,1063847,377810,8.8585,0.8069,0.371,0.1994,0.7502444107780675,1,2026-09-12,75
cfg_00620,usr_00748,Outside Campus,2026-07-08,1,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,250,1,0,1,1,208,active,0,,2026-07-09,1,27,591,1638731,519838,7.2467,0.8078,0.3756,0.2002,0.961186525449085,2,2026-09-17,74
cfg_00621,usr_00749,Outside Campus,2026-07-08,1,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,250,0,0,1,1,146,dormant,0,,2026-07-09,1,4,109,387087,87835,1.3623,0.7891,0.4016,0.2069,0.2438265666426198,1,2026-07-22,74
cfg_00622,usr_00750,Outside Campus,2026-07-08,0,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,500,1,0,1,1,103,dormant,0,,2026-07-08,0,8,127,391798,198319,2.473,0.7328,0.4581,0.2221,0.5416957705602186,1,2026-07-30,74
cfg_00623,usr_00752,Outside Campus,2026-07-08,0,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,100,0,0,2,1,125,active,0,,2026-07-09,1,22,377,1231330,474453,6.284,0.8253,0.3534,0.2358,0.824371925552654,5,2026-09-19,74
cfg_00624,usr_00752,Outside Campus,2026-08-10,33,Anthropic,claude-opus-5,Anthropic Backup-2,0,3.0,15.0,50,1,0,1,1,116,active,0,,2026-07-09,,7,175,402438,182376,3.9429,0.7662,0.4144,0.1705,0.22718882536173887,0,2026-09-06,41
cfg_00625,usr_00754,Outside Campus,2026-07-11,0,Mistral AI,codestral-2,Mistral Primary-3,1,2.0,6.0,500,1,0,1,1,160,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,71
cfg_00626,usr_00755,Outside Campus,2026-07-10,1,OpenAI,gpt-5-mini,OpenAI Primary-9,1,1.25,10.0,500,1,0,2,1,103,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,72
cfg_00627,usr_00756,Outside Campus,2026-07-10,2,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,1000,1,0,2,1,163,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,72
cfg_00628,usr_00758,Outside Campus,2026-07-09,0,Groq,llama-4-maverick,Groq Primary-9,1,0.5,0.9,1000,0,1,1,1,129,dormant,0,,2026-07-09,0,7,145,296873,333400,0.4485,0.794,0.4571,0.1941,0.31765740455853264,1,2026-08-04,73
cfg_00629,usr_00759,DSU Campus,2026-07-11,2,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,100,1,0,1,1,96,active,0,,2026-07-13,2,20,304,695646,247186,3.3414,0.8487,0.3566,0.1591,0.27041104110851755,1,2026-09-14,71
cfg_00630,usr_00761,Outside Campus,2026-07-12,3,Google AI (Gemini),gemini-3-flash,Google Primary-3,1,1.0,6.0,25,1,0,1,1,111,dormant,0,,2026-07-13,1,13,296,959775,396040,3.336,0.6772,0.5205,0.2142,0.30042008552890914,3,2026-08-18,70
cfg_00631,usr_00762,DSU Campus,2026-07-09,0,Mistral AI,mistral-large-3,Mistral Primary-6,1,2.0,6.0,50,1,0,1,1,131,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,73
cfg_00632,usr_00762,DSU Campus,2026-08-04,26,OpenAI,gpt-5,OpenAI Backup-5,0,1.25,10.0,100,1,0,1,1,237,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,47
cfg_00633,usr_00763,DSU Campus,2026-07-09,0,Anthropic,claude-opus-5,Anthropic Primary-4,1,3.0,15.0,500,1,0,1,1,173,dormant,0,,2026-07-09,0,12,313,836050,405190,8.5859,0.7727,0.4329,0.1707,0.2204801745270178,0,2026-07-31,73
cfg_00634,usr_00764,Outside Campus,2026-07-19,5,Groq,llama-4-maverick,Groq Primary-4,1,0.5,0.9,500,1,0,1,1,107,active,0,,2026-07-20,1,29,599,1519868,674301,1.367,0.7432,0.4497,0.2155,0.6192312910467619,0,2026-09-09,63
cfg_00635,usr_00765,Outside Campus,2026-07-10,0,OpenAI,gpt-4o,OpenAI Primary-1,1,1.25,10.0,1000,0,0,1,1,80,active,0,,2026-07-10,0,24,638,1536525,708189,9.0026,0.7308,0.4772,0.1984,0.2805343275722361,0,2026-09-19,72
cfg_00636,usr_00766,DSU Campus,2026-07-12,1,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,1000,1,0,1,1,159,active,0,,2026-07-12,0,14,269,795937,453681,9.1928,0.752,0.449,0.2348,0.7209234851370804,1,2026-08-26,70
cfg_00637,usr_00767,DSU Campus,2026-07-13,3,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,250,1,1,1,1,555,dormant,0,,2026-07-13,0,20,356,1056588,450656,5.8273,0.7974,0.3749,0.2443,0.914155934936551,1,2026-08-03,69
cfg_00638,usr_00768,DSU Campus,2026-07-14,2,DeepSeek,deepseek-r2,DeepSeek Primary-6,1,0.3,1.2,1000,1,0,1,1,82,active,0,,2026-07-14,0,21,647,1481037,799280,1.4035,0.7439,0.4599,0.2485,0.8517340579465358,2,2026-09-15,68
cfg_00639,usr_00772,DSU Campus,2026-07-11,0,Together AI,deepseek-r2-distill,Together Primary-6,1,0.8,2.0,250,0,0,1,1,179,active,0,,2026-07-11,0,25,498,1338528,690520,2.4519,0.6597,0.5285,0.2114,0.29949994759604726,0,2026-09-06,71
cfg_00640,usr_00773,Outside Campus,2026-07-11,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,250,1,0,1,1,133,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,71
cfg_00641,usr_00774,DSU Campus,2026-07-11,0,Google AI (Gemini),gemini-3-flash,Google Primary-1,1,1.0,6.0,500,1,0,1,1,148,active,0,,2026-07-11,0,27,539,1527768,633799,5.3307,0.7622,0.4718,0.2134,0.5138877048792574,1,2026-09-20,71
cfg_00642,usr_00776,DSU Campus,2026-07-13,1,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,250,0,0,1,1,201,active,0,,2026-07-13,0,19,358,1300417,485460,6.48,0.8396,0.3676,0.165,0.2525520975763258,2,2026-09-17,69
cfg_00643,usr_00777,Outside Campus,2026-07-12,0,Mistral AI,mistral-large-3,Mistral Primary-7,1,2.0,6.0,50,1,0,1,1,105,dormant,0,,2026-07-14,2,10,239,563411,395948,3.5026,0.8081,0.3819,0.1705,0.2510323963285433,1,2026-08-15,70
cfg_00644,usr_00779,DSU Campus,2026-07-12,0,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,100,1,1,1,1,232,dormant,0,,2026-07-12,0,16,319,853796,400825,5.0754,0.781,0.3879,0.1838,0.33046883390594195,1,2026-08-06,70
cfg_00645,usr_00780,DSU Campus,2026-07-20,0,DeepSeek,deepseek-r2,DeepSeek Primary-7,1,0.3,1.2,1000,1,1,2,1,106,active,0,,2026-07-20,0,23,784,1823596,969750,1.7107,0.703,0.4966,0.2043,0.29343868688871005,3,2026-09-17,62
cfg_00646,usr_00781,Outside Campus,2026-07-12,0,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,134,active,0,,2026-07-12,0,30,720,2020172,913680,19.7657,0.8066,0.412,0.2127,0.7032276138327724,1,2026-09-02,70
cfg_00647,usr_00782,Outside Campus,2026-07-14,2,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,50,0,0,1,1,221,active,1,,2026-07-14,0,34,773,2294252,984300,12.7108,0.7972,0.402,0.1757,0.2838317348579658,4,2026-09-17,68
cfg_00648,usr_00783,DSU Campus,2026-07-14,1,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,250,0,0,1,1,233,active,0,,2026-07-14,0,20,590,1324278,573318,7.3885,0.8465,0.3594,0.1971,0.6970972350822405,2,2026-09-16,68
cfg_00649,usr_00785,DSU Campus,2026-07-13,0,Together AI,llama-4-scout,Together Primary-9,1,0.8,2.0,1000,1,0,1,1,157,active,0,,2026-07-13,0,18,379,880358,537416,1.7791,0.7654,0.4407,0.1947,0.3243122379976782,3,2026-08-27,69
cfg_00650,usr_00786,Outside Campus,2026-07-16,3,Google AI (Gemini),gemini-3-flash,Google Primary-6,1,1.0,6.0,500,1,0,1,1,220,dormant,0,,2026-07-19,3,13,352,882524,378631,3.1543,0.8683,0.3733,0.1788,0.2974968459667913,1,2026-08-17,66
cfg_00651,usr_00787,DSU Campus,2026-07-15,2,Groq,qwen3-32b,Groq Primary-8,1,0.5,0.9,250,1,0,1,1,133,active,0,,2026-07-16,1,22,488,1353951,711623,1.3176,0.7253,0.4607,0.201,0.495298875189612,1,2026-09-20,67
cfg_00652,usr_00790,DSU Campus,2026-07-22,0,Anthropic,claude-sonnet-5,Anthropic Primary-5,1,3.0,15.0,100,1,0,1,1,280,active,0,,2026-07-22,0,23,469,1313529,562314,12.3753,0.7727,0.4432,0.1856,0.2760969897914296,2,2026-09-20,60
cfg_00653,usr_00791,Outside Campus,2026-07-18,1,OpenAI,gpt-5,OpenAI Primary-5,1,1.25,10.0,100,0,0,1,1,149,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,64
cfg_00654,usr_00792,Outside Campus,2026-07-15,0,xAI (Grok),grok-4-mini,xAI Primary-3,1,2.5,12.0,25,1,0,2,1,168,active,1,,2026-07-16,1,27,659,1594019,1082160,16.971,0.7732,0.4351,0.2,0.5163952617939382,2,2026-09-20,67
cfg_00655,usr_00793,Outside Campus,2026-07-16,0,Google AI (Gemini),gemini-3-flash,Google Primary-9,1,1.0,6.0,100,0,1,1,1,110,active,0,,2026-07-16,0,22,508,1090775,697022,5.273,0.7029,0.5145,0.2153,0.2898079704290617,4,2026-09-20,66
cfg_00656,usr_00796,Outside Campus,2026-07-18,1,OpenAI,gpt-5,OpenAI Primary-7,1,1.25,10.0,250,1,1,2,1,113,active,0,,2026-07-20,2,17,367,765162,459011,5.5466,0.756,0.456,0.2189,0.8465419288454195,3,2026-09-17,64
cfg_00657,usr_00797,Outside Campus,2026-07-17,2,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,1000,1,0,2,1,299,active,1,,2026-07-17,0,11,225,517470,285238,3.4992,0.7266,0.4389,0.1822,0.2532888748259215,2,2026-09-14,65
cfg_00658,usr_00798,Outside Campus,2026-07-17,1,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,100,0,0,1,1,87,active,0,,2026-07-17,0,24,508,1525228,758228,15.9489,0.7445,0.442,0.2375,0.8064331145616724,1,2026-08-31,65
cfg_00659,usr_00798,Outside Campus,2026-08-16,31,OpenAI,gpt-5,OpenAI Backup-6,0,1.25,10.0,100,1,0,1,1,139,active,0,,2026-07-17,,4,80,191770,64313,0.8828,0.841,0.4898,0.2172,0.395696369086127,0,2026-08-31,35
cfg_00660,usr_00799,Outside Campus,2026-07-16,0,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,100,1,0,1,1,136,active,2,,2026-07-17,1,21,411,998135,503867,6.2865,0.7981,0.3853,0.2264,0.8325367125108933,3,2026-08-24,66
cfg_00661,usr_00800,Outside Campus,2026-07-15,0,OpenAI,gpt-5-mini,OpenAI Primary-8,1,1.25,10.0,25,1,0,1,1,214,active,0,,2026-07-15,0,21,529,2094522,433995,6.9582,0.7893,0.4296,0.1954,0.52467590610628,4,2026-09-20,67
cfg_00662,usr_00800,Outside Campus,2026-07-19,4,Groq,llama-4-maverick,Groq Backup-1,0,0.5,0.9,50,1,0,1,1,169,active,0,,2026-07-15,,7,107,208714,89829,0.1854,0.7156,0.5439,0.2305,0.3404484042337482,2,2026-09-18,63
cfg_00663,usr_00801,Outside Campus,2026-07-15,0,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,50,0,0,1,1,154,dormant,0,,2026-07-15,0,3,42,63751,44453,0.5243,0.539,0.7284,0.2756,0.2949145158357288,0,2026-07-22,67
cfg_00664,usr_00802,Outside Campus,2026-07-18,0,Anthropic,claude-opus-5,Anthropic Primary-4,1,3.0,15.0,1000,0,1,1,1,157,active,0,,2026-07-20,2,19,434,1099134,581810,12.0244,0.7551,0.4368,0.2195,0.6411945599065482,3,2026-09-01,64
cfg_00665,usr_00803,Outside Campus,2026-07-16,0,Groq,llama-4-maverick,Groq Primary-5,1,0.5,0.9,25,1,0,1,1,112,active,0,,2026-07-16,0,28,551,1734177,602190,1.4091,0.7792,0.4319,0.2227,0.7224678456536111,1,2026-09-19,66
